YEAR,MONTH_NUM,MONTH_MON,FLT_DATE,APT_ICAO,APT_NAME,STATE_NAME,FLT_DEP_1,FLT_DEP_IFR_2,DLY_ATC_PRE_2,FLT_DEP_3,DLY_ATC_PRE_3
2025,01,JAN,2025-01-01,BIKF,Keflavik,Iceland,68,68,0,14,3
2025,01,JAN,2025-01-01,EBAW,Antwerp,Belgium,4,,,1,0
2025,01,JAN,2025-01-01,EBBR,Brussels,Belgium,216,216,154,154,104
2025,01,JAN,2025-01-01,EBCI,Charleroi,Belgium,94,94,0,87,58
2025,01,JAN,2025-01-01,EBLG,Liège,Belgium,17,,,1,0
2025,01,JAN,2025-01-01,EBOS,Ostend-Bruges,Belgium,4,,,1,0
2025,01,JAN,2025-01-01,EDDB,Berlin - Brandenburg,Germany,211,211,92,160,30
2025,01,JAN,2025-01-01,EDDC,Dresden,Germany,6,,,3,0
2025,01,JAN,2025-01-01,EDDE,Erfurt,Germany,1,1,0,,
2025,01,JAN,2025-01-01,EDDF,Frankfurt,Germany,434,434,65,290,44
2025,01,JAN,2025-01-01,EDDG,Muenster-Osnabrueck,Germany,7,,,3,0
2025,01,JAN,2025-01-01,EDDH,Hamburg,Germany,106,106,26,87,14
2025,01,JAN,2025-01-01,EDDK,Cologne-Bonn,Germany,73,,,49,29
2025,01,JAN,2025-01-01,EDDL,Dusseldorf,Germany,124,124,23,96,65
2025,01,JAN,2025-01-01,EDDM,Munich,Germany,312,311,2,229,37
2025,01,JAN,2025-01-01,EDDN,Nuremberg,Germany,30,30,0,21,0
2025,01,JAN,2025-01-01,EDDP,Leipzig-Halle,Germany,40,39,0,6,0
2025,01,JAN,2025-01-01,EDDR,Saarbruecken,Germany,3,3,0,1,0
2025,01,JAN,2025-01-01,EDDS,Stuttgart,Germany,66,68,0,53,0
2025,01,JAN,2025-01-01,EDDV,Hanover,Germany,37,,,24,0
2025,01,JAN,2025-01-01,EDDW,Bremen,Germany,18,20,0,12,0
2025,01,JAN,2025-01-01,EETN,Tallinn,Estonia,32,31,0,26,0
2025,01,JAN,2025-01-01,EETU,Tartu,Estonia,1,,,1,0
2025,01,JAN,2025-01-01,EFHK,Helsinki - Vantaa,Finland,161,161,61,153,58
2025,01,JAN,2025-01-01,EGAA,Belfast - Aldergrove,United Kingdom,63,,,45,11
2025,01,JAN,2025-01-01,EGAC,Belfast - City Airport,United Kingdom,35,,,9,1
2025,01,JAN,2025-01-01,EGAE,Londonderry - Eglinton,United Kingdom,1,,,,
2025,01,JAN,2025-01-01,EGBB,Birmingham,United Kingdom,84,84,17,64,44
2025,01,JAN,2025-01-01,EGCC,Manchester,United Kingdom,205,,,144,125
2025,01,JAN,2025-01-01,EGGD,Bristol,United Kingdom,73,73,23,63,21
2025,01,JAN,2025-01-01,EGGW,London - Luton,United Kingdom,135,135,48,109,61
2025,01,JAN,2025-01-01,EGHI,Southampton,United Kingdom,10,,,2,0
2025,01,JAN,2025-01-01,EGKB,Biggin Hill,United Kingdom,19,,,,
2025,01,JAN,2025-01-01,EGKK,London - Gatwick,United Kingdom,315,,,257,1429
2025,01,JAN,2025-01-01,EGLC,London - City,United Kingdom,49,49,0,18,0
2025,01,JAN,2025-01-01,EGLF,Farnborough,United Kingdom,10,,,,
2025,01,JAN,2025-01-01,EGLL,London - Heathrow,United Kingdom,604,,,128,303
2025,01,JAN,2025-01-01,EGNT,Newcastle,United Kingdom,36,,,21,27
2025,01,JAN,2025-01-01,EGNX,East Midlands,United Kingdom,21,,,7,0
2025,01,JAN,2025-01-01,EGPD,Aberdeen,United Kingdom,21,21,0,7,0
2025,01,JAN,2025-01-01,EGPF,Glasgow,United Kingdom,53,54,0,23,9
2025,01,JAN,2025-01-01,EGPH,Edinburgh,United Kingdom,117,,,79,104
2025,01,JAN,2025-01-01,EGSS,London - Stansted,United Kingdom,242,242,163,198,249
2025,01,JAN,2025-01-01,EHAM,Amsterdam - Schiphol,Netherlands,593,,,473,1044
2025,01,JAN,2025-01-01,EHBK,Maastricht-Aachen,Netherlands,4,,,1,0
2025,01,JAN,2025-01-01,EHRD,Rotterdam,Netherlands,22,,,13,21
2025,01,JAN,2025-01-01,EICK,Cork,Ireland,29,,,26,0
2025,01,JAN,2025-01-01,EIDL,Donegal,Ireland,1,,,,
2025,01,JAN,2025-01-01,EIDW,Dublin,Ireland,210,211,139,166,110
2025,01,JAN,2025-01-01,EIKN,Connaught,Ireland,8,,,8,2
2025,01,JAN,2025-01-01,EIKY,Kerry - Farranfore,Ireland,3,,,3,0
2025,01,JAN,2025-01-01,EINN,Shannon,Ireland,19,,,17,0
2025,01,JAN,2025-01-01,EKCH,Copenhagen - Kastrup,Denmark,217,217,0,177,23
2025,01,JAN,2025-01-01,ELLX,Luxembourg,Luxembourg,72,72,13,53,20
2025,01,JAN,2025-01-01,ENAL,Alesund,Norway,13,,,6,0
2025,01,JAN,2025-01-01,ENAN,Andenes,Norway,3,,,,
2025,01,JAN,2025-01-01,ENAT,Alta,Norway,12,,,2,0
2025,01,JAN,2025-01-01,ENBL,Forde Bringeland,Norway,2,,,,
2025,01,JAN,2025-01-01,ENBN,Bronnoysund Bronnoy,Norway,6,,,,
2025,01,JAN,2025-01-01,ENBO,Bodø,Norway,35,,,4,0
2025,01,JAN,2025-01-01,ENBR,Bergen,Norway,82,72,0,30,0
2025,01,JAN,2025-01-01,ENBS,Batsfjord,Norway,2,,,,
2025,01,JAN,2025-01-01,ENBV,Berlevåg,Norway,2,,,,
2025,01,JAN,2025-01-01,ENCN,Kristiansand Kjevik,Norway,7,,,3,0
2025,01,JAN,2025-01-01,ENDU,Bardufoss,Norway,1,,,1,0
2025,01,JAN,2025-01-01,ENEV,Harstad - Narvik Evenes,Norway,11,,,6,0
2025,01,JAN,2025-01-01,ENFL,Florø,Norway,5,,,,
2025,01,JAN,2025-01-01,ENGM,Oslo - Gardermoen,Norway,211,211,18,168,32
2025,01,JAN,2025-01-01,ENHD,Haugesund,Norway,4,,,4,0
2025,01,JAN,2025-01-01,ENHF,Hammerfest,Norway,6,,,,
2025,01,JAN,2025-01-01,ENHV,Honningsvåg Valan,Norway,2,,,,
2025,01,JAN,2025-01-01,ENKB,Kristiansund Kvernberget,Norway,11,,,1,0
2025,01,JAN,2025-01-01,ENKR,Kirkenes Høybuktmoen,Norway,13,,,3,0
2025,01,JAN,2025-01-01,ENLK,Leknes,Norway,5,,,,
2025,01,JAN,2025-01-01,ENMH,Mehamn,Norway,3,,,,
2025,01,JAN,2025-01-01,ENML,Molde Årø,Norway,5,,,2,0
2025,01,JAN,2025-01-01,ENMS,Mosjøen Kjærstad,Norway,2,,,,
2025,01,JAN,2025-01-01,ENNA,Lakselv Banak,Norway,4,,,,
2025,01,JAN,2025-01-01,ENNM,Namsos Høknesøra,Norway,1,,,,
2025,01,JAN,2025-01-01,ENOV,Orsta¿Volda Hovden,Norway,4,,,,
2025,01,JAN,2025-01-01,ENRA,Mo i Rana Røssvoll,Norway,4,,,,
2025,01,JAN,2025-01-01,ENRM,Rorvik Ryum,Norway,3,,,,
2025,01,JAN,2025-01-01,ENRO,Roros,Norway,1,,,,
2025,01,JAN,2025-01-01,ENRS,Rost,Norway,1,,,,
2025,01,JAN,2025-01-01,ENSB,Svalbard Longyear,Norway,1,,,1,0
2025,01,JAN,2025-01-01,ENSD,Sandane  Anda,Norway,2,,,,
2025,01,JAN,2025-01-01,ENSG,Sogndal Haukåsen,Norway,5,,,,
2025,01,JAN,2025-01-01,ENSH,Svolvær Helle,Norway,6,,,,
2025,01,JAN,2025-01-01,ENSK,Stokmarknes Skagen,Norway,6,,,,
2025,01,JAN,2025-01-01,ENSR,Sorkjosen,Norway,0,,,,
2025,01,JAN,2025-01-01,ENSS,Vardø Svartnes,Norway,2,,,,
2025,01,JAN,2025-01-01,ENST,Sandnessjøen Stokka,Norway,6,,,,
2025,01,JAN,2025-01-01,ENTC,Tromsø,Norway,54,,,22,0
2025,01,JAN,2025-01-01,ENVA,Trondheim,Norway,48,48,0,20,0
2025,01,JAN,2025-01-01,ENVD,Vadsø,Norway,4,,,,
2025,01,JAN,2025-01-01,ENVR,Værøy,Norway,1,,,,
2025,01,JAN,2025-01-01,ENZV,Stavanger,Norway,45,35,0,24,0
2025,01,JAN,2025-01-01,EPBY,Bydgoszcz,Poland,3,,,3,0
2025,01,JAN,2025-01-01,EPGD,Gdansk,Poland,48,,,45,0
2025,01,JAN,2025-01-01,EPKK,Krakow - Balice,Poland,97,,,89,58
2025,01,JAN,2025-01-01,EPKT,Katowice - Pyrzowice,Poland,27,,,18,0
2025,01,JAN,2025-01-01,EPLB,Lublin,Poland,2,,,2,0
2025,01,JAN,2025-01-01,EPLL,Lodz - Lublinek,Poland,3,,,3,0
2025,01,JAN,2025-01-01,EPMO,Warszawa - Modlin,Poland,13,,,13,3
2025,01,JAN,2025-01-01,EPPO,Poznan - Lawica,Poland,27,,,25,4
2025,01,JAN,2025-01-01,EPRA,Radom,Poland,1,,,1,0
2025,01,JAN,2025-01-01,EPRZ,Rzeszow - Jasionka,Poland,15,,,9,0
2025,01,JAN,2025-01-01,EPSC,Szczecin - Goleniów,Poland,6,,,5,0
2025,01,JAN,2025-01-01,EPSY,Olsztyn-Mazury,Poland,1,,,1,0
2025,01,JAN,2025-01-01,EPWA,Warszawa - Chopina,Poland,198,197,93,178,81
2025,01,JAN,2025-01-01,EPWR,Wroclaw - Strachowice,Poland,34,,,31,3
2025,01,JAN,2025-01-01,EPZG,Zielona Gora - Babimost,Poland,1,,,1,0
2025,01,JAN,2025-01-01,ESGG,Göteborg,Sweden,43,43,0,34,0
2025,01,JAN,2025-01-01,ESSA,Stockholm - Arlanda,Sweden,162,162,78,129,81
2025,01,JAN,2025-01-01,EVRA,Riga,Latvia,62,62,8,59,12
2025,01,JAN,2025-01-01,EYKA,Kaunas,Lithuania,12,,,12,0
2025,01,JAN,2025-01-01,EYPA,Palanga,Lithuania,1,,,1,0
2025,01,JAN,2025-01-01,EYVI,Vilnius,Lithuania,37,,,32,0
2025,01,JAN,2025-01-01,GCFV,Fuerteventura,Spain,66,66,0,53,0
2025,01,JAN,2025-01-01,GCGM,La Gomera,Spain,4,,,4,15
2025,01,JAN,2025-01-01,GCHI,Hierro,Spain,6,,,6,0
2025,01,JAN,2025-01-01,GCLA,La Palma,Spain,27,,,22,3
2025,01,JAN,2025-01-01,GCLP,Gran Canaria,Spain,174,,,140,60
2025,01,JAN,2025-01-01,GCRR,Lanzarote,Spain,81,81,10,65,0
2025,01,JAN,2025-01-01,GCTS,Tenerife Sur - Reina Sofia,Spain,137,137,22,112,42
2025,01,JAN,2025-01-01,GCXO,Tenerife North,Spain,86,,,74,5
2025,01,JAN,2025-01-01,GEML,Melilla,Spain,9,,,,
2025,01,JAN,2025-01-01,GMAD,Al Massira,Morocco,34,,,20,0
2025,01,JAN,2025-01-01,GMFF,Saïss,Morocco,20,,,10,0
2025,01,JAN,2025-01-01,GMME,Rabat-Salé,Morocco,24,,,15,10
2025,01,JAN,2025-01-01,GMMN,Mohammed V International,Morocco,121,,,9,0
2025,01,JAN,2025-01-01,GMMX,Menara,Morocco,105,,,66,65
2025,01,JAN,2025-01-01,GMTT,Ibn Batouta,Morocco,28,,,12,11
2025,01,JAN,2025-01-01,LATI,Tirana,Albania,64,,,53,19
2025,01,JAN,2025-01-01,LBSF,Sofia,Bulgaria,58,58,0,47,16
2025,01,JAN,2025-01-01,LCLK,Larnaca,Cyprus,62,,,33,12
2025,01,JAN,2025-01-01,LCPH,Paphos,Cyprus,18,,,16,29
2025,01,JAN,2025-01-01,LDZA,Zagreb,Croatia,51,51,14,23,4
2025,01,JAN,2025-01-01,LEAL,Alicante,Spain,135,135,57,122,92
2025,01,JAN,2025-01-01,LEAM,Almeria,Spain,8,,,2,0
2025,01,JAN,2025-01-01,LEAS,Asturias,Spain,17,,,14,0
2025,01,JAN,2025-01-01,LEBB,Bilbao,Spain,50,50,0,46,0
2025,01,JAN,2025-01-01,LEBL,Barcelona,Spain,422,,,356,147
2025,01,JAN,2025-01-01,LEBZ,Badajoz,Spain,4,,,,
2025,01,JAN,2025-01-01,LECO,La Coruna,Spain,8,,,6,0
2025,01,JAN,2025-01-01,LEGE,Gerona,Spain,5,,,4,0
2025,01,JAN,2025-01-01,LEGR,Granada,Spain,13,,,10,1
2025,01,JAN,2025-01-01,LEIB,Ibiza,Spain,39,,,22,2
2025,01,JAN,2025-01-01,LEJR,Jerez De La Frontera,Spain,5,,,2,0
2025,01,JAN,2025-01-01,LELN,Leon,Spain,1,,,,
2025,01,JAN,2025-01-01,LEMD,Madrid - Barajas,Spain,532,,,291,194
2025,01,JAN,2025-01-01,LEMG,Málaga,Spain,185,184,119,155,94
2025,01,JAN,2025-01-01,LEMH,Mahon,Spain,15,,,8,0
2025,01,JAN,2025-01-01,LEPA,Palma de Mallorca,Spain,144,144,45,114,37
2025,01,JAN,2025-01-01,LEPP,Noain Pamplona,Spain,4,,,1,0
2025,01,JAN,2025-01-01,LERT,Rota,Spain,2,,,,
2025,01,JAN,2025-01-01,LESO,San Sebastian,Spain,5,,,1,0
2025,01,JAN,2025-01-01,LEST,Santiago,Spain,25,,,23,8
2025,01,JAN,2025-01-01,LEVC,Valencia,Spain,95,95,0,86,47
2025,01,JAN,2025-01-01,LEVD,Valladolid,Spain,3,,,2,0
2025,01,JAN,2025-01-01,LEVT,Vitoria,Spain,4,,,3,0
2025,01,JAN,2025-01-01,LEVX,Vigo,Spain,7,,,5,0
2025,01,JAN,2025-01-01,LEXJ,Santander,Spain,9,,,6,0
2025,01,JAN,2025-01-01,LEZG,Zaragoza,Spain,9,,,4,0
2025,01,JAN,2025-01-01,LEZL,Sevilla,Spain,74,74,1,66,13
2025,01,JAN,2025-01-01,LFBD,Bordeaux-Mérignac,France,51,,,38,2
2025,01,JAN,2025-01-01,LFBE,Bergerac-Roumanière,France,2,,,1,0
2025,01,JAN,2025-01-01,LFBH,La Rochelle-Ile de Ré,France,1,,,1,0
2025,01,JAN,2025-01-01,LFBI,Poitiers-Biard,France,1,,,1,0
2025,01,JAN,2025-01-01,LFBL,Limoges-Bellegarde,France,0,,,,
2025,01,JAN,2025-01-01,LFBO,Toulouse-Blagnac,France,68,67,0,57,2
2025,01,JAN,2025-01-01,LFBP,Pau-Pyrénées,France,5,,,4,0
2025,01,JAN,2025-01-01,LFBT,Tarbes-Lourdes Pyrénées,France,5,,,4,0
2025,01,JAN,2025-01-01,LFBZ,Biarritz-Bayonne-Anglet,France,6,,,4,0
2025,01,JAN,2025-01-01,LFCR,Rodez-Marcillac,France,2,,,1,0
2025,01,JAN,2025-01-01,LFGJ,Dôle-Tavaux,France,3,,,1,0
2025,01,JAN,2025-01-01,LFJL,Metz-Nancy-Lorraine,France,2,,,,
2025,01,JAN,2025-01-01,LFKB,Bastia-Poretta,France,10,,,1,0
2025,01,JAN,2025-01-01,LFKC,Calvi-Sainte-Catherine,France,5,,,1,0
2025,01,JAN,2025-01-01,LFKF,Figari-Sud Corse,France,7,,,,
2025,01,JAN,2025-01-01,LFKJ,Ajaccio-Napoléon-Bonaparte,France,9,,,,
2025,01,JAN,2025-01-01,LFLB,Chambéry-Aix-les-Bains,France,7,,,,
2025,01,JAN,2025-01-01,LFLC,Clermont-Ferrand-Auvergne,France,4,,,3,0
2025,01,JAN,2025-01-01,LFLI,Annemasse,France,2,,,,
2025,01,JAN,2025-01-01,LFLL,Lyon-Saint-Exupéry,France,82,82,24,58,4
2025,01,JAN,2025-01-01,LFLP,Annecy-Meythet,France,0,,,,
2025,01,JAN,2025-01-01,LFLS,Grenoble-Isère,France,3,,,1,0
2025,01,JAN,2025-01-01,LFLY,Lyon-Bron,France,2,,,,
2025,01,JAN,2025-01-01,LFMD,Cannes-Mandelieu,France,2,,,,
2025,01,JAN,2025-01-01,LFMI,Istres-Le Tubé,France,1,,,,
2025,01,JAN,2025-01-01,LFMK,Carcassonne-Salvaza,France,2,,,2,0
2025,01,JAN,2025-01-01,LFML,Marseille-Provence,France,89,89,20,63,7
2025,01,JAN,2025-01-01,LFMN,Nice-Côte d’Azur,France,121,121,50,82,24
2025,01,JAN,2025-01-01,LFMP,Perpignan-Rivesaltes,France,2,,,,
2025,01,JAN,2025-01-01,LFMT,Montpellier-Méditerranée,France,22,,,12,0
2025,01,JAN,2025-01-01,LFMU,Béziers-Vias,France,1,,,1,0
2025,01,JAN,2025-01-01,LFMV,Avignon-Caumont,France,2,,,,
2025,01,JAN,2025-01-01,LFOB,Beauvais-Tillé,France,41,,,41,11
2025,01,JAN,2025-01-01,LFOK,Châlons-Vatry,France,3,,,1,0
2025,01,JAN,2025-01-01,LFOT,Tours-Val de Loire,France,5,,,1,0
2025,01,JAN,2025-01-01,LFPB,Paris-Le Bourget,France,30,,,,
2025,01,JAN,2025-01-01,LFPG,Paris-Charles-de-Gaulle,France,577,,,458,401
2025,01,JAN,2025-01-01,LFPN,Toussus-le-Noble,France,0,,,,
2025,01,JAN,2025-01-01,LFPO,Paris-Orly,France,263,263,123,112,17
2025,01,JAN,2025-01-01,LFQQ,Lille-Lesquin,France,20,,,12,0
2025,01,JAN,2025-01-01,LFRB,Brest-Bretagne,France,7,,,6,0
2025,01,JAN,2025-01-01,LFRD,Dinard-Pleurtuit-Saint-Malo,France,0,,,,
2025,01,JAN,2025-01-01,LFRH,Lorient-Lann Bihoué,France,0,,,,
2025,01,JAN,2025-01-01,LFRK,Caen-Carpiquet,France,5,,,3,0
2025,01,JAN,2025-01-01,LFRN,Rennes-Saint-Jacques,France,9,,,7,0
2025,01,JAN,2025-01-01,LFRS,Nantes-Atlantique,France,52,,,43,27
2025,01,JAN,2025-01-01,LFSB,Bâle-Mulhouse,France,80,80,20,65,3
2025,01,JAN,2025-01-01,LFSL,Brive-Souillac,France,0,,,,
2025,01,JAN,2025-01-01,LFST,Strasbourg-Entzheim,France,17,,,13,0
2025,01,JAN,2025-01-01,LFTH,Hyères-Le Palyvestre,France,2,,,,
2025,01,JAN,2025-01-01,LFTW,Nîmes-Garons,France,2,,,2,0
2025,01,JAN,2025-01-01,LGAV,Athens,Greece,236,,,152,114
2025,01,JAN,2025-01-01,LGIR,Heraklion,Greece,15,,,6,0
2025,01,JAN,2025-01-01,LGKF,Kefallinia,Greece,4,,,1,0
2025,01,JAN,2025-01-01,LGKO,Kos,Greece,4,,,2,0
2025,01,JAN,2025-01-01,LGKR,Corfu,Greece,4,,,1,0
2025,01,JAN,2025-01-01,LGMK,Mikonos,Greece,2,,,1,0
2025,01,JAN,2025-01-01,LGPZ,Aktion,Greece,2,,,,
2025,01,JAN,2025-01-01,LGRP,Rodos,Greece,1,,,,
2025,01,JAN,2025-01-01,LGSA,Khania - Souda,Greece,11,,,5,0
2025,01,JAN,2025-01-01,LGSK,Skiathos,Greece,1,,,1,0
2025,01,JAN,2025-01-01,LGSR,Santorini,Greece,7,,,4,0
2025,01,JAN,2025-01-01,LGTS,Thessaloniki,Greece,47,,,38,100
2025,01,JAN,2025-01-01,LGZA,Zakinthos,Greece,3,,,1,0
2025,01,JAN,2025-01-01,LHBP,Budapest - Ferihegy,Hungary,154,154,20,127,21
2025,01,JAN,2025-01-01,LIBR,Brindisi,Italy,24,,,21,17
2025,01,JAN,2025-01-01,LICC,Catania,Italy,86,86,223,75,120
2025,01,JAN,2025-01-01,LICJ,Palermo Falcone-Borsellino,Italy,74,,,60,29
2025,01,JAN,2025-01-01,LIMC,Milan - Malpensa,Italy,255,255,419,173,190
2025,01,JAN,2025-01-01,LIME,Bergamo,Italy,130,130,139,113,131
2025,01,JAN,2025-01-01,LIMF,Torino Caselle,Italy,48,,,40,34
2025,01,JAN,2025-01-01,LIML,Milan - Linate,Italy,130,130,47,98,51
2025,01,JAN,2025-01-01,LIPE,Bologna,Italy,85,84,101,68,25
2025,01,JAN,2025-01-01,LIPH,Treviso,Italy,18,,,17,28
2025,01,JAN,2025-01-01,LIPZ,Venice,Italy,95,95,81,75,61
2025,01,JAN,2025-01-01,LIRA,Rome - Ciampino,Italy,44,43,81,28,11
2025,01,JAN,2025-01-01,LIRF,Rome - Fiumicino,Italy,387,387,714,297,432
2025,01,JAN,2025-01-01,LIRN,Naples,Italy,65,,,59,40
2025,01,JAN,2025-01-01,LIRP,Pisa San Giusto,Italy,41,,,36,16
2025,01,JAN,2025-01-01,LJLJ,Ljubljana,Slovenia,10,13,0,8,0
2025,01,JAN,2025-01-01,LJPZ,Portorož,Slovenia,1,,,,
2025,01,JAN,2025-01-01,LKMT,Ostrava,Czech Republic,2,,,1,0
2025,01,JAN,2025-01-01,LKPR,Prague,Czech Republic,129,129,18,88,22
2025,01,JAN,2025-01-01,LKTB,Brno-Tuřany,Czech Republic,1,,,1,0
2025,01,JAN,2025-01-01,LLBG,Tel Aviv - Ben Gurion International,Israel,152,,,56,8
2025,01,JAN,2025-01-01,LMML,Malta,Malta,71,72,80,49,24
2025,01,JAN,2025-01-01,LOWG,Graz,Austria,7,,,,
2025,01,JAN,2025-01-01,LOWI,Innsbruck,Austria,24,,,10,0
2025,01,JAN,2025-01-01,LOWK,Klagenfurt,Austria,2,,,,
2025,01,JAN,2025-01-01,LOWL,Linz,Austria,2,,,,
2025,01,JAN,2025-01-01,LOWS,Salzburg,Austria,17,,,12,10
2025,01,JAN,2025-01-01,LOWW,Vienna,Austria,253,253,298,202,118
2025,01,JAN,2025-01-01,LPAZ,Santa Maria,Portugal,2,,,,
2025,01,JAN,2025-01-01,LPCS,Cascais,Portugal,4,,,,
2025,01,JAN,2025-01-01,LPFL,Flores,Portugal,2,,,,
2025,01,JAN,2025-01-01,LPFR,Faro,Portugal,42,42,4,34,4
2025,01,JAN,2025-01-01,LPHR,Horta,Portugal,6,,,,
2025,01,JAN,2025-01-01,LPMA,Madeira,Portugal,45,,,33,13
2025,01,JAN,2025-01-01,LPPD,Ponta Delgada,Portugal,22,,,3,0
2025,01,JAN,2025-01-01,LPPR,Porto,Portugal,124,124,35,109,39
2025,01,JAN,2025-01-01,LPPS,Porto Santo,Portugal,2,,,2,0
2025,01,JAN,2025-01-01,LPPT,Lisbon,Portugal,289,289,1367,245,986
2025,01,JAN,2025-01-01,LQSA,Sarajevo,Bosnia and Herzegovina,10,,,5,5
2025,01,JAN,2025-01-01,LROP,Bucharest - Otopeni,Romania,107,106,120,93,101
2025,01,JAN,2025-01-01,LSGG,Geneva,Switzerland,203,203,162,133,113
2025,01,JAN,2025-01-01,LSGS,Sion,Switzerland,6,,,,
2025,01,JAN,2025-01-01,LSZH,Zürich,Switzerland,292,292,194,211,200
2025,01,JAN,2025-01-01,LTAC,Ankara - Esenboğa,Türkiye,108,,,78,124
2025,01,JAN,2025-01-01,LTAI,Antalya,Türkiye,122,,,69,65
2025,01,JAN,2025-01-01,LTBA,Istanbul Atatürk,Türkiye,24,,,,
2025,01,JAN,2025-01-01,LTBJ,Izmir - Adnan Menderes,Türkiye,75,,,52,22
2025,01,JAN,2025-01-01,LTFJ,Istanbul Sabiha Gökçen,Türkiye,307,,,91,244
2025,01,JAN,2025-01-01,LTFM,Istanbul,Türkiye,653,,,507,446
2025,01,JAN,2025-01-01,LUKK,Chișinău,Moldova,29,,,16,27
2025,01,JAN,2025-01-01,LWSK,Skopje,Republic of North Macedonia,28,,,22,10
2025,01,JAN,2025-01-01,LYBE,Belgrade - Nikola Tesla,Serbia,80,,,65,160
2025,01,JAN,2025-01-01,LYPG,Podgorica,Montenegro,12,,,6,0
2025,01,JAN,2025-01-01,LZIB,Bratislava,Slovakia,11,11,6,7,0
2025,01,JAN,2025-01-01,UDYZ,Yerevan,Armenia,57,,,8,0
2025,01,JAN,2025-01-01,UGTB,Tbilisi,Georgia,44,,,8,27
2025,01,JAN,2025-01-02,BIKF,Keflavik,Iceland,79,78,0,14,2
2025,01,JAN,2025-01-02,EBAW,Antwerp,Belgium,4,,,2,0
2025,01,JAN,2025-01-02,EBBR,Brussels,Belgium,259,261,161,177,151
2025,01,JAN,2025-01-02,EBCI,Charleroi,Belgium,106,105,0,96,34
2025,01,JAN,2025-01-02,EBLG,Liège,Belgium,20,,,,
2025,01,JAN,2025-01-02,EBOS,Ostend-Bruges,Belgium,11,,,3,0
2025,01,JAN,2025-01-02,EDDB,Berlin - Brandenburg,Germany,238,238,112,186,161
2025,01,JAN,2025-01-02,EDDC,Dresden,Germany,8,,,5,0
2025,01,JAN,2025-01-02,EDDE,Erfurt,Germany,2,2,0,,
2025,01,JAN,2025-01-02,EDDF,Frankfurt,Germany,495,495,184,338,85
2025,01,JAN,2025-01-02,EDDG,Muenster-Osnabrueck,Germany,11,,,3,0
2025,01,JAN,2025-01-02,EDDH,Hamburg,Germany,144,141,65,114,75
2025,01,JAN,2025-01-02,EDDK,Cologne-Bonn,Germany,139,,,57,30
2025,01,JAN,2025-01-02,EDDL,Dusseldorf,Germany,174,174,14,129,14
2025,01,JAN,2025-01-02,EDDM,Munich,Germany,384,384,3,268,17
2025,01,JAN,2025-01-02,EDDN,Nuremberg,Germany,44,45,7,21,0
2025,01,JAN,2025-01-02,EDDP,Leipzig-Halle,Germany,111,111,3,13,0
2025,01,JAN,2025-01-02,EDDR,Saarbruecken,Germany,1,1,0,,
2025,01,JAN,2025-01-02,EDDS,Stuttgart,Germany,94,95,0,72,3
2025,01,JAN,2025-01-02,EDDV,Hanover,Germany,52,,,34,6
2025,01,JAN,2025-01-02,EDDW,Bremen,Germany,25,29,0,12,0
2025,01,JAN,2025-01-02,EETN,Tallinn,Estonia,44,44,46,34,22
2025,01,JAN,2025-01-02,EETU,Tartu,Estonia,1,,,1,0
2025,01,JAN,2025-01-02,EFHK,Helsinki - Vantaa,Finland,205,205,4,187,4
2025,01,JAN,2025-01-02,EGAA,Belfast - Aldergrove,United Kingdom,74,,,46,57
2025,01,JAN,2025-01-02,EGAC,Belfast - City Airport,United Kingdom,43,,,8,8
2025,01,JAN,2025-01-02,EGAE,Londonderry - Eglinton,United Kingdom,7,,,1,0
2025,01,JAN,2025-01-02,EGBB,Birmingham,United Kingdom,116,116,74,70,38
2025,01,JAN,2025-01-02,EGCC,Manchester,United Kingdom,259,,,165,274
2025,01,JAN,2025-01-02,EGGD,Bristol,United Kingdom,85,89,23,69,81
2025,01,JAN,2025-01-02,EGGW,London - Luton,United Kingdom,162,161,38,128,35
2025,01,JAN,2025-01-02,EGHI,Southampton,United Kingdom,21,,,3,0
2025,01,JAN,2025-01-02,EGKB,Biggin Hill,United Kingdom,21,,,,
2025,01,JAN,2025-01-02,EGKK,London - Gatwick,United Kingdom,362,,,284,260
2025,01,JAN,2025-01-02,EGLC,London - City,United Kingdom,60,60,11,23,34
2025,01,JAN,2025-01-02,EGLF,Farnborough,United Kingdom,28,,,,
2025,01,JAN,2025-01-02,EGLL,London - Heathrow,United Kingdom,657,,,151,250
2025,01,JAN,2025-01-02,EGNT,Newcastle,United Kingdom,45,,,21,9
2025,01,JAN,2025-01-02,EGNX,East Midlands,United Kingdom,62,,,16,0
2025,01,JAN,2025-01-02,EGPD,Aberdeen,United Kingdom,36,37,0,8,0
2025,01,JAN,2025-01-02,EGPF,Glasgow,United Kingdom,83,88,0,37,1
2025,01,JAN,2025-01-02,EGPH,Edinburgh,United Kingdom,158,,,95,270
2025,01,JAN,2025-01-02,EGSS,London - Stansted,United Kingdom,271,271,196,203,160
2025,01,JAN,2025-01-02,EHAM,Amsterdam - Schiphol,Netherlands,639,,,509,1244
2025,01,JAN,2025-01-02,EHBK,Maastricht-Aachen,Netherlands,4,,,,
2025,01,JAN,2025-01-02,EHGG,Groningen,Netherlands,7,,,,
2025,01,JAN,2025-01-02,EHLE,Lelystad,Netherlands,2,,,,
2025,01,JAN,2025-01-02,EHRD,Rotterdam,Netherlands,28,,,16,21
