YEAR,MONTH_NUM,MONTH_MON,FLT_DATE,APT_ICAO,APT_NAME,STATE_NAME,FLT_DEP_1,FLT_DEP_IFR_2,DLY_ATC_PRE_2,FLT_DEP_3,DLY_ATC_PRE_3
2025,01,JAN,2025-01-08,LFCR,Rodez-Marcillac,France,5,,,2,0
2025,01,JAN,2025-01-08,LFGJ,Dôle-Tavaux,France,3,,,,
2025,01,JAN,2025-01-08,LFJL,Metz-Nancy-Lorraine,France,5,,,,
2025,01,JAN,2025-01-08,LFJR,Angers-Marcé,France,2,,,,
2025,01,JAN,2025-01-08,LFKB,Bastia-Poretta,France,15,,,,
2025,01,JAN,2025-01-08,LFKC,Calvi-Sainte-Catherine,France,5,,,1,0
2025,01,JAN,2025-01-08,LFKF,Figari-Sud Corse,France,4,,,,
2025,01,JAN,2025-01-08,LFKJ,Ajaccio-Napoléon-Bonaparte,France,12,,,1,0
2025,01,JAN,2025-01-08,LFLB,Chambéry-Aix-les-Bains,France,14,,,,
2025,01,JAN,2025-01-08,LFLC,Clermont-Ferrand-Auvergne,France,10,,,3,5
2025,01,JAN,2025-01-08,LFLI,Annemasse,France,1,,,,
2025,01,JAN,2025-01-08,LFLL,Lyon-Saint-Exupéry,France,116,116,35,72,19
2025,01,JAN,2025-01-08,LFLP,Annecy-Meythet,France,4,,,,
2025,01,JAN,2025-01-08,LFLS,Grenoble-Isère,France,11,,,,
2025,01,JAN,2025-01-08,LFLX,Châteauroux-Déols,France,3,,,,
2025,01,JAN,2025-01-08,LFLY,Lyon-Bron,France,7,,,,
2025,01,JAN,2025-01-08,LFMD,Cannes-Mandelieu,France,6,,,,
2025,01,JAN,2025-01-08,LFMH,Saint-Etienne-Bouthéon,France,3,,,,
2025,01,JAN,2025-01-08,LFMI,Istres-Le Tubé,France,3,,,,
2025,01,JAN,2025-01-08,LFMK,Carcassonne-Salvaza,France,7,,,,
2025,01,JAN,2025-01-08,LFML,Marseille-Provence,France,91,88,13,43,13
2025,01,JAN,2025-01-08,LFMN,Nice-Côte d’Azur,France,108,108,65,65,35
2025,01,JAN,2025-01-08,LFMP,Perpignan-Rivesaltes,France,22,,,,
2025,01,JAN,2025-01-08,LFMT,Montpellier-Méditerranée,France,35,,,7,0
2025,01,JAN,2025-01-08,LFMU,Béziers-Vias,France,10,,,1,9
2025,01,JAN,2025-01-08,LFMV,Avignon-Caumont,France,13,,,,
2025,01,JAN,2025-01-08,LFOB,Beauvais-Tillé,France,24,,,22,10
2025,01,JAN,2025-01-08,LFOH,Le Havre-Octeville,France,1,,,,
2025,01,JAN,2025-01-08,LFOK,Châlons-Vatry,France,6,,,,
2025,01,JAN,2025-01-08,LFOP,Rouen,France,4,,,,
2025,01,JAN,2025-01-08,LFOT,Tours-Val de Loire,France,5,,,,
2025,01,JAN,2025-01-08,LFPB,Paris-Le Bourget,France,53,,,,
2025,01,JAN,2025-01-08,LFPG,Paris-Charles-de-Gaulle,France,565,,,400,501
2025,01,JAN,2025-01-08,LFPN,Toussus-le-Noble,France,8,,,,
2025,01,JAN,2025-01-08,LFPO,Paris-Orly,France,222,222,112,100,22
2025,01,JAN,2025-01-08,LFQQ,Lille-Lesquin,France,8,,,4,5
2025,01,JAN,2025-01-08,LFRB,Brest-Bretagne,France,16,,,7,0
2025,01,JAN,2025-01-08,LFRD,Dinard-Pleurtuit-Saint-Malo,France,1,,,,
2025,01,JAN,2025-01-08,LFRG,Deauville-Normandie,France,4,,,,
2025,01,JAN,2025-01-08,LFRH,Lorient-Lann Bihoué,France,4,,,,
2025,01,JAN,2025-01-08,LFRK,Caen-Carpiquet,France,3,,,3,0
2025,01,JAN,2025-01-08,LFRM,Le Mans,France,2,,,,
2025,01,JAN,2025-01-08,LFRN,Rennes-Saint-Jacques,France,20,,,6,8
2025,01,JAN,2025-01-08,LFRQ,Quimper-Pluguffan,France,2,,,,
2025,01,JAN,2025-01-08,LFRS,Nantes-Atlantique,France,41,,,24,7
2025,01,JAN,2025-01-08,LFRZ,Saint-Nazaire-Montoir,France,2,,,,
2025,01,JAN,2025-01-08,LFSB,Bâle-Mulhouse,France,72,72,27,42,5
2025,01,JAN,2025-01-08,LFSL,Brive-Souillac,France,5,,,,
2025,01,JAN,2025-01-08,LFST,Strasbourg-Entzheim,France,9,,,4,0
2025,01,JAN,2025-01-08,LFTH,Hyères-Le Palyvestre,France,6,,,,
2025,01,JAN,2025-01-08,LFTW,Nîmes-Garons,France,10,,,,
2025,01,JAN,2025-01-08,LGAV,Athens,Greece,255,,,152,116
2025,01,JAN,2025-01-08,LGIR,Heraklion,Greece,21,,,8,0
2025,01,JAN,2025-01-08,LGKF,Kefallinia,Greece,3,,,1,0
2025,01,JAN,2025-01-08,LGKO,Kos,Greece,7,,,3,0
2025,01,JAN,2025-01-08,LGKR,Corfu,Greece,5,,,2,0
2025,01,JAN,2025-01-08,LGMK,Mikonos,Greece,3,,,2,0
2025,01,JAN,2025-01-08,LGPZ,Aktion,Greece,3,,,,
2025,01,JAN,2025-01-08,LGSA,Khania - Souda,Greece,13,,,5,0
2025,01,JAN,2025-01-08,LGSK,Skiathos,Greece,1,,,1,0
2025,01,JAN,2025-01-08,LGTS,Thessaloniki,Greece,55,,,38,7
2025,01,JAN,2025-01-08,LGZA,Zakinthos,Greece,3,,,1,0
2025,01,JAN,2025-01-08,LHBP,Budapest - Ferihegy,Hungary,131,131,5,88,6
2025,01,JAN,2025-01-08,LIBR,Brindisi,Italy,12,,,12,0
2025,01,JAN,2025-01-08,LICC,Catania,Italy,57,56,97,46,26
2025,01,JAN,2025-01-08,LICJ,Palermo Falcone-Borsellino,Italy,43,,,28,5
2025,01,JAN,2025-01-08,LIMC,Milan - Malpensa,Italy,220,222,143,109,64
2025,01,JAN,2025-01-08,LIME,Bergamo,Italy,81,81,84,63,123
2025,01,JAN,2025-01-08,LIMF,Torino Caselle,Italy,41,,,24,14
2025,01,JAN,2025-01-08,LIML,Milan - Linate,Italy,154,152,47,99,48
2025,01,JAN,2025-01-08,LIPE,Bologna,Italy,65,61,69,35,5
2025,01,JAN,2025-01-08,LIPH,Treviso,Italy,19,,,19,30
2025,01,JAN,2025-01-08,LIPZ,Venice,Italy,67,65,33,47,11
2025,01,JAN,2025-01-08,LIRA,Rome - Ciampino,Italy,51,51,42,27,13
2025,01,JAN,2025-01-08,LIRF,Rome - Fiumicino,Italy,338,337,296,244,230
2025,01,JAN,2025-01-08,LIRN,Naples,Italy,71,,,53,12
2025,01,JAN,2025-01-08,LIRP,Pisa San Giusto,Italy,19,,,12,2
2025,01,JAN,2025-01-08,LJLJ,Ljubljana,Slovenia,24,23,0,11,0
2025,01,JAN,2025-01-08,LJMB,Maribor,Slovenia,0,,,,
2025,01,JAN,2025-01-08,LJPZ,Portorož,Slovenia,0,,,,
2025,01,JAN,2025-01-08,LKMT,Ostrava,Czech Republic,9,,,1,0
2025,01,JAN,2025-01-08,LKPR,Prague,Czech Republic,98,97,18,59,33
2025,01,JAN,2025-01-08,LKTB,Brno-Tuřany,Czech Republic,4,,,,
2025,01,JAN,2025-01-08,LLBG,Tel Aviv - Ben Gurion International,Israel,161,,,51,26
2025,01,JAN,2025-01-08,LMML,Malta,Malta,53,77,11,22,0
2025,01,JAN,2025-01-08,LOWG,Graz,Austria,10,,,,
2025,01,JAN,2025-01-08,LOWI,Innsbruck,Austria,26,,,14,15
2025,01,JAN,2025-01-08,LOWK,Klagenfurt,Austria,3,,,1,0
2025,01,JAN,2025-01-08,LOWL,Linz,Austria,6,,,,
2025,01,JAN,2025-01-08,LOWS,Salzburg,Austria,22,,,12,0
2025,01,JAN,2025-01-08,LOWW,Vienna,Austria,257,257,68,193,25
2025,01,JAN,2025-01-08,LPAZ,Santa Maria,Portugal,2,,,,
2025,01,JAN,2025-01-08,LPCS,Cascais,Portugal,1,,,,
2025,01,JAN,2025-01-08,LPFL,Flores,Portugal,2,,,,
2025,01,JAN,2025-01-08,LPFR,Faro,Portugal,27,27,2,18,4
2025,01,JAN,2025-01-08,LPHR,Horta,Portugal,7,,,,
2025,01,JAN,2025-01-08,LPMA,Madeira,Portugal,27,,,21,15
2025,01,JAN,2025-01-08,LPMT,Montijo,Portugal,2,,,,
2025,01,JAN,2025-01-08,LPPD,Ponta Delgada,Portugal,23,,,3,0
2025,01,JAN,2025-01-08,LPPR,Porto,Portugal,92,92,45,68,90
2025,01,JAN,2025-01-08,LPPS,Porto Santo,Portugal,3,,,2,0
2025,01,JAN,2025-01-08,LPPT,Lisbon,Portugal,272,273,1546,216,1189
2025,01,JAN,2025-01-08,LQSA,Sarajevo,Bosnia and Herzegovina,22,,,9,5
2025,01,JAN,2025-01-08,LRBS,Bucharest - Băneasa,Romania,1,,,,
2025,01,JAN,2025-01-08,LROP,Bucharest - Otopeni,Romania,155,155,174,117,33
2025,01,JAN,2025-01-08,LSGG,Geneva,Switzerland,192,192,103,104,118
2025,01,JAN,2025-01-08,LSGS,Sion,Switzerland,7,,,,
2025,01,JAN,2025-01-08,LSZH,Zürich,Switzerland,282,282,119,193,124
2025,01,JAN,2025-01-08,LTAC,Ankara - Esenboğa,Türkiye,124,,,81,107
2025,01,JAN,2025-01-08,LTAI,Antalya,Türkiye,120,,,66,90
2025,01,JAN,2025-01-08,LTBA,Istanbul Atatürk,Türkiye,14,,,,
2025,01,JAN,2025-01-08,LTBJ,Izmir - Adnan Menderes,Türkiye,78,,,51,57
2025,01,JAN,2025-01-08,LTFJ,Istanbul Sabiha Gökçen,Türkiye,329,,,93,324
2025,01,JAN,2025-01-08,LTFM,Istanbul,Türkiye,665,,,497,384
2025,01,JAN,2025-01-08,LUKK,Chișinău,Moldova,50,,,21,31
2025,01,JAN,2025-01-08,LWSK,Skopje,Republic of North Macedonia,29,,,22,9
2025,01,JAN,2025-01-08,LYBE,Belgrade - Nikola Tesla,Serbia,104,,,82,43
2025,01,JAN,2025-01-08,LYPG,Podgorica,Montenegro,11,,,6,0
2025,01,JAN,2025-01-08,LZIB,Bratislava,Slovakia,15,15,0,3,0
2025,01,JAN,2025-01-08,UDYZ,Yerevan,Armenia,68,,,11,0
2025,01,JAN,2025-01-08,UGTB,Tbilisi,Georgia,57,,,11,46
2025,01,JAN,2025-01-09,BIKF,Keflavik,Iceland,59,57,0,8,1
2025,01,JAN,2025-01-09,EBAW,Antwerp,Belgium,8,,,,
2025,01,JAN,2025-01-09,EBBR,Brussels,Belgium,225,229,64,127,39
2025,01,JAN,2025-01-09,EBCI,Charleroi,Belgium,56,57,0,50,11
2025,01,JAN,2025-01-09,EBLG,Liège,Belgium,41,,,,
2025,01,JAN,2025-01-09,EBOS,Ostend-Bruges,Belgium,14,,,2,0
2025,01,JAN,2025-01-09,EDDB,Berlin - Brandenburg,Germany,202,205,35,154,89
2025,01,JAN,2025-01-09,EDDC,Dresden,Germany,10,,,8,0
2025,01,JAN,2025-01-09,EDDE,Erfurt,Germany,1,1,0,,
2025,01,JAN,2025-01-09,EDDF,Frankfurt,Germany,511,511,137,341,65
2025,01,JAN,2025-01-09,EDDG,Muenster-Osnabrueck,Germany,13,,,2,0
2025,01,JAN,2025-01-09,EDDH,Hamburg,Germany,134,132,27,99,17
2025,01,JAN,2025-01-09,EDDK,Cologne-Bonn,Germany,139,,,43,18
2025,01,JAN,2025-01-09,EDDL,Dusseldorf,Germany,167,167,0,113,22
2025,01,JAN,2025-01-09,EDDM,Munich,Germany,353,351,0,239,12
2025,01,JAN,2025-01-09,EDDN,Nuremberg,Germany,42,44,0,18,0
2025,01,JAN,2025-01-09,EDDP,Leipzig-Halle,Germany,103,102,10,12,0
2025,01,JAN,2025-01-09,EDDS,Stuttgart,Germany,79,81,12,53,8
2025,01,JAN,2025-01-09,EDDV,Hanover,Germany,54,,,25,103
2025,01,JAN,2025-01-09,EDDW,Bremen,Germany,32,35,0,14,0
2025,01,JAN,2025-01-09,EETN,Tallinn,Estonia,37,38,15,28,15
2025,01,JAN,2025-01-09,EETU,Tartu,Estonia,2,,,2,0
2025,01,JAN,2025-01-09,EFHK,Helsinki - Vantaa,Finland,206,202,441,181,431
2025,01,JAN,2025-01-09,EGAA,Belfast - Aldergrove,United Kingdom,53,,,31,19
2025,01,JAN,2025-01-09,EGAC,Belfast - City Airport,United Kingdom,38,,,6,0
2025,01,JAN,2025-01-09,EGAE,Londonderry - Eglinton,United Kingdom,4,,,,
2025,01,JAN,2025-01-09,EGBB,Birmingham,United Kingdom,99,103,26,46,26
2025,01,JAN,2025-01-09,EGCC,Manchester,United Kingdom,161,,,87,1602
2025,01,JAN,2025-01-09,EGGD,Bristol,United Kingdom,52,52,16,36,17
2025,01,JAN,2025-01-09,EGGW,London - Luton,United Kingdom,137,137,28,99,44
2025,01,JAN,2025-01-09,EGHI,Southampton,United Kingdom,25,,,3,0
2025,01,JAN,2025-01-09,EGKB,Biggin Hill,United Kingdom,23,,,,
2025,01,JAN,2025-01-09,EGKK,London - Gatwick,United Kingdom,236,,,155,76
2025,01,JAN,2025-01-09,EGLC,London - City,United Kingdom,64,64,6,22,7
2025,01,JAN,2025-01-09,EGLF,Farnborough,United Kingdom,29,,,,
2025,01,JAN,2025-01-09,EGLL,London - Heathrow,United Kingdom,636,,,135,269
2025,01,JAN,2025-01-09,EGNT,Newcastle,United Kingdom,37,,,13,0
2025,01,JAN,2025-01-09,EGNX,East Midlands,United Kingdom,60,,,4,0
2025,01,JAN,2025-01-09,EGPD,Aberdeen,United Kingdom,50,50,45,9,0
2025,01,JAN,2025-01-09,EGPF,Glasgow,United Kingdom,80,83,5,28,4
2025,01,JAN,2025-01-09,EGPH,Edinburgh,United Kingdom,120,,,63,81
2025,01,JAN,2025-01-09,EGSS,London - Stansted,United Kingdom,164,164,58,105,75
2025,01,JAN,2025-01-09,EHAM,Amsterdam - Schiphol,Netherlands,600,,,459,790
2025,01,JAN,2025-01-09,EHBK,Maastricht-Aachen,Netherlands,4,,,,
2025,01,JAN,2025-01-09,EHGG,Groningen,Netherlands,12,,,,
2025,01,JAN,2025-01-09,EHLE,Lelystad,Netherlands,1,,,,
2025,01,JAN,2025-01-09,EHRD,Rotterdam,Netherlands,29,,,13,21
2025,01,JAN,2025-01-09,EICK,Cork,Ireland,24,,,20,0
2025,01,JAN,2025-01-09,EIDL,Donegal,Ireland,2,,,,
2025,01,JAN,2025-01-09,EIDW,Dublin,Ireland,243,242,99,173,113
2025,01,JAN,2025-01-09,EIKN,Connaught,Ireland,5,,,4,0
2025,01,JAN,2025-01-09,EIKY,Kerry - Farranfore,Ireland,3,,,3,8
2025,01,JAN,2025-01-09,EINN,Shannon,Ireland,22,,,12,0
2025,01,JAN,2025-01-09,EISG,Sligo,Ireland,0,,,,
2025,01,JAN,2025-01-09,EKCH,Copenhagen - Kastrup,Denmark,274,274,0,212,18
2025,01,JAN,2025-01-09,ELLX,Luxembourg,Luxembourg,83,84,0,47,28
2025,01,JAN,2025-01-09,ENAL,Alesund,Norway,18,,,8,0
2025,01,JAN,2025-01-09,ENAN,Andenes,Norway,6,,,,
2025,01,JAN,2025-01-09,ENAT,Alta,Norway,12,,,4,0
2025,01,JAN,2025-01-09,ENBL,Forde Bringeland,Norway,5,,,,
2025,01,JAN,2025-01-09,ENBN,Bronnoysund Bronnoy,Norway,13,,,,
2025,01,JAN,2025-01-09,ENBO,Bodø,Norway,62,,,13,0
2025,01,JAN,2025-01-09,ENBR,Bergen,Norway,121,99,0,46,0
2025,01,JAN,2025-01-09,ENBS,Batsfjord,Norway,3,,,,
2025,01,JAN,2025-01-09,ENBV,Berlevåg,Norway,3,,,,
2025,01,JAN,2025-01-09,ENCN,Kristiansand Kjevik,Norway,13,,,7,0
2025,01,JAN,2025-01-09,ENDU,Bardufoss,Norway,6,,,3,0
2025,01,JAN,2025-01-09,ENEV,Harstad - Narvik Evenes,Norway,13,,,6,0
2025,01,JAN,2025-01-09,ENFL,Florø,Norway,13,,,,
2025,01,JAN,2025-01-09,ENGM,Oslo - Gardermoen,Norway,271,269,81,207,26
2025,01,JAN,2025-01-09,ENHD,Haugesund,Norway,9,,,5,0
2025,01,JAN,2025-01-09,ENHF,Hammerfest,Norway,22,,,,
2025,01,JAN,2025-01-09,ENHV,Honningsvåg Valan,Norway,3,,,,
2025,01,JAN,2025-01-09,ENKB,Kristiansund Kvernberget,Norway,19,,,2,0
2025,01,JAN,2025-01-09,ENKR,Kirkenes Høybuktmoen,Norway,13,,,3,0
2025,01,JAN,2025-01-09,ENLK,Leknes,Norway,8,,,,
2025,01,JAN,2025-01-09,ENMH,Mehamn,Norway,4,,,,
2025,01,JAN,2025-01-09,ENML,Molde Årø,Norway,6,,,3,0
2025,01,JAN,2025-01-09,ENMS,Mosjøen Kjærstad,Norway,6,,,,
2025,01,JAN,2025-01-09,ENNA,Lakselv Banak,Norway,4,,,,
2025,01,JAN,2025-01-09,ENNM,Namsos Høknesøra,Norway,3,,,,
2025,01,JAN,2025-01-09,ENOV,Orsta¿Volda Hovden,Norway,9,,,,
2025,01,JAN,2025-01-09,ENRA,Mo i Rana Røssvoll,Norway,8,,,,
2025,01,JAN,2025-01-09,ENRM,Rorvik Ryum,Norway,4,,,,
2025,01,JAN,2025-01-09,ENRO,Roros,Norway,2,,,,
2025,01,JAN,2025-01-09,ENRS,Rost,Norway,3,,,,
2025,01,JAN,2025-01-09,ENSB,Svalbard Longyear,Norway,1,,,1,0
2025,01,JAN,2025-01-09,ENSD,Sandane  Anda,Norway,4,,,,
2025,01,JAN,2025-01-09,ENSG,Sogndal Haukåsen,Norway,9,,,,
2025,01,JAN,2025-01-09,ENSH,Svolvær Helle,Norway,6,,,,
2025,01,JAN,2025-01-09,ENSK,Stokmarknes Skagen,Norway,9,,,,
2025,01,JAN,2025-01-09,ENSR,Sorkjosen,Norway,2,,,,
2025,01,JAN,2025-01-09,ENSS,Vardø Svartnes,Norway,2,,,,
2025,01,JAN,2025-01-09,ENST,Sandnessjøen Stokka,Norway,7,,,,
2025,01,JAN,2025-01-09,ENTC,Tromsø,Norway,78,,,32,0
2025,01,JAN,2025-01-09,ENVA,Trondheim,Norway,70,70,0,33,0
2025,01,JAN,2025-01-09,ENVD,Vadsø,Norway,8,,,,
2025,01,JAN,2025-01-09,ENVR,Værøy,Norway,1,,,,
2025,01,JAN,2025-01-09,ENZV,Stavanger,Norway,83,58,0,43,0
2025,01,JAN,2025-01-09,EPBY,Bydgoszcz,Poland,1,,,1,0
2025,01,JAN,2025-01-09,EPGD,Gdansk,Poland,52,,,44,6
2025,01,JAN,2025-01-09,EPKK,Krakow - Balice,Poland,94,,,64,9
2025,01,JAN,2025-01-09,EPKT,Katowice - Pyrzowice,Poland,45,,,23,25
2025,01,JAN,2025-01-09,EPLB,Lublin,Poland,3,,,2,0
2025,01,JAN,2025-01-09,EPLL,Lodz - Lublinek,Poland,3,,,,
2025,01,JAN,2025-01-09,EPMO,Warszawa - Modlin,Poland,9,,,8,0
2025,01,JAN,2025-01-09,EPPO,Poznan - Lawica,Poland,22,,,13,0
2025,01,JAN,2025-01-09,EPRZ,Rzeszow - Jasionka,Poland,21,,,7,0
2025,01,JAN,2025-01-09,EPSC,Szczecin - Goleniów,Poland,4,,,4,0
2025,01,JAN,2025-01-09,EPWA,Warszawa - Chopina,Poland,253,252,743,213,646
2025,01,JAN,2025-01-09,EPWR,Wroclaw - Strachowice,Poland,32,,,23,0
2025,01,JAN,2025-01-09,EPZG,Zielona Gora - Babimost,Poland,1,,,1,0
2025,01,JAN,2025-01-09,ESGG,Göteborg,Sweden,54,54,4,36,4
2025,01,JAN,2025-01-09,ESSA,Stockholm - Arlanda,Sweden,235,238,14,171,27
2025,01,JAN,2025-01-09,ESSB,Stockholm - Bromma,Sweden,7,,,,
2025,01,JAN,2025-01-09,EVLA,Liepaja,Latvia,0,,,,
2025,01,JAN,2025-01-09,EVRA,Riga,Latvia,70,70,0,64,0
2025,01,JAN,2025-01-09,EYKA,Kaunas,Lithuania,9,,,6,0
2025,01,JAN,2025-01-09,EYPA,Palanga,Lithuania,6,,,6,0
2025,01,JAN,2025-01-09,EYSA,Siauliai,Lithuania,8,,,,
2025,01,JAN,2025-01-09,EYVI,Vilnius,Lithuania,42,,,38,0
2025,01,JAN,2025-01-09,GCFV,Fuerteventura,Spain,68,68,10,50,3
2025,01,JAN,2025-01-09,GCGM,La Gomera,Spain,4,,,4,0
2025,01,JAN,2025-01-09,GCHI,Hierro,Spain,7,,,6,0
2025,01,JAN,2025-01-09,GCLA,La Palma,Spain,29,,,20,0
2025,01,JAN,2025-01-09,GCLP,Gran Canaria,Spain,184,,,123,78
2025,01,JAN,2025-01-09,GCRR,Lanzarote,Spain,92,91,0,60,0
2025,01,JAN,2025-01-09,GCTS,Tenerife Sur - Reina Sofia,Spain,122,122,18,81,18
2025,01,JAN,2025-01-09,GCXO,Tenerife North,Spain,96,,,80,6
2025,01,JAN,2025-01-09,GEML,Melilla,Spain,13,,,,
2025,01,JAN,2025-01-09,GMAD,Al Massira,Morocco,26,,,12,14
2025,01,JAN,2025-01-09,GMFF,Saïss,Morocco,10,,,6,0
2025,01,JAN,2025-01-09,GMME,Rabat-Salé,Morocco,26,,,9,1
2025,01,JAN,2025-01-09,GMMN,Mohammed V International,Morocco,116,,,9,8
2025,01,JAN,2025-01-09,GMMX,Menara,Morocco,66,,,40,80
2025,01,JAN,2025-01-09,GMTT,Ibn Batouta,Morocco,22,,,10,0
2025,01,JAN,2025-01-09,LATI,Tirana,Albania,73,,,56,6
2025,01,JAN,2025-01-09,LBSF,Sofia,Bulgaria,73,72,9,49,23
2025,01,JAN,2025-01-09,LCLK,Larnaca,Cyprus,69,,,32,12
2025,01,JAN,2025-01-09,LCPH,Paphos,Cyprus,14,,,8,0
2025,01,JAN,2025-01-09,LDZA,Zagreb,Croatia,51,50,9,12,5
2025,01,JAN,2025-01-09,LDZL,Lučko,Croatia,0,,,,
2025,01,JAN,2025-01-09,LEAB,Albacete,Spain,2,,,,
2025,01,JAN,2025-01-09,LEAL,Alicante,Spain,92,92,76,68,68
2025,01,JAN,2025-01-09,LEAM,Almeria,Spain,6,,,1,0
2025,01,JAN,2025-01-09,LEAS,Asturias,Spain,16,,,13,0
2025,01,JAN,2025-01-09,LEBB,Bilbao,Spain,48,48,10,35,9
2025,01,JAN,2025-01-09,LEBG,Burgos,Spain,0,,,,
2025,01,JAN,2025-01-09,LEBL,Barcelona,Spain,375,,,296,135
2025,01,JAN,2025-01-09,LEBZ,Badajoz,Spain,3,,,,
2025,01,JAN,2025-01-09,LECO,La Coruna,Spain,12,,,8,0
2025,01,JAN,2025-01-09,LECU,Madrid - Cuatro Viento,Spain,4,,,,
2025,01,JAN,2025-01-09,LEDA,Lleida - Alguaire,Spain,4,,,3,0
2025,01,JAN,2025-01-09,LEGE,Gerona,Spain,3,,,,
2025,01,JAN,2025-01-09,LEGR,Granada,Spain,18,,,5,0
2025,01,JAN,2025-01-09,LEGT,Madrid - Getafe,Spain,1,,,,
2025,01,JAN,2025-01-09,LEIB,Ibiza,Spain,41,,,16,2
2025,01,JAN,2025-01-09,LEIZ,Abad,Spain,0,,,,
2025,01,JAN,2025-01-09,LEJR,Jerez De La Frontera,Spain,10,,,2,0
2025,01,JAN,2025-01-09,LELL,Sabadell,Spain,4,,,,
2025,01,JAN,2025-01-09,LELN,Leon,Spain,2,,,,
2025,01,JAN,2025-01-09,LEMD,Madrid - Barajas,Spain,522,,,231,208
2025,01,JAN,2025-01-09,LEMG,Málaga,Spain,133,130,77,102,66
2025,01,JAN,2025-01-09,LEMH,Mahon,Spain,19,,,6,0
2025,01,JAN,2025-01-09,LEMO,Seville - Moron,Spain,5,,,,
2025,01,JAN,2025-01-09,LEPA,Palma de Mallorca,Spain,119,117,8,67,13
2025,01,JAN,2025-01-09,LEPP,Noain Pamplona,Spain,4,,,,
2025,01,JAN,2025-01-09,LERJ,Logrono,Spain,1,,,,
2025,01,JAN,2025-01-09,LERS,Reus,Spain,3,,,3,0
2025,01,JAN,2025-01-09,LERT,Rota,Spain,15,,,,
2025,01,JAN,2025-01-09,LESA,Salamanca Matalan,Spain,2,,,,
2025,01,JAN,2025-01-09,LESB,Son Bonet,Spain,1,,,,
2025,01,JAN,2025-01-09,LESO,San Sebastian,Spain,5,,,2,0
2025,01,JAN,2025-01-09,LEST,Santiago,Spain,17,,,9,0
2025,01,JAN,2025-01-09,LETO,Madrid - Torrejon,Spain,2,,,,
2025,01,JAN,2025-01-09,LEVC,Valencia,Spain,91,90,15,60,42
2025,01,JAN,2025-01-09,LEVD,Valladolid,Spain,1,,,,
2025,01,JAN,2025-01-09,LEVT,Vitoria,Spain,19,,,1,0
2025,01,JAN,2025-01-09,LEVX,Vigo,Spain,10,,,6,0
2025,01,JAN,2025-01-09,LEXJ,Santander,Spain,7,,,4,0
2025,01,JAN,2025-01-09,LEZG,Zaragoza,Spain,6,,,3,0
2025,01,JAN,2025-01-09,LEZL,Sevilla,Spain,68,68,0,51,1
2025,01,JAN,2025-01-09,LFBA,Agen-La Garenne,France,1,,,,
2025,01,JAN,2025-01-09,LFBD,Bordeaux-Mérignac,France,52,,,28,0
2025,01,JAN,2025-01-09,LFBE,Bergerac-Roumanière,France,2,,,,
2025,01,JAN,2025-01-09,LFBH,La Rochelle-Ile de Ré,France,5,,,,
2025,01,JAN,2025-01-09,LFBI,Poitiers-Biard,France,13,,,,
2025,01,JAN,2025-01-09,LFBL,Limoges-Bellegarde,France,10,,,,
2025,01,JAN,2025-01-09,LFBO,Toulouse-Blagnac,France,84,74,16,50,11
2025,01,JAN,2025-01-09,LFBP,Pau-Pyrénées,France,10,,,4,0
2025,01,JAN,2025-01-09,LFBT,Tarbes-Lourdes Pyrénées,France,6,,,2,0
2025,01,JAN,2025-01-09,LFBZ,Biarritz-Bayonne-Anglet,France,9,,,6,0
2025,01,JAN,2025-01-09,LFCR,Rodez-Marcillac,France,4,,,2,0
2025,01,JAN,2025-01-09,LFGJ,Dôle-Tavaux,France,5,,,2,0
2025,01,JAN,2025-01-09,LFJL,Metz-Nancy-Lorraine,France,2,,,,
2025,01,JAN,2025-01-09,LFJR,Angers-Marcé,France,1,,,,
2025,01,JAN,2025-01-09,LFKB,Bastia-Poretta,France,14,,,,
2025,01,JAN,2025-01-09,LFKC,Calvi-Sainte-Catherine,France,9,,,1,0
2025,01,JAN,2025-01-09,LFKF,Figari-Sud Corse,France,6,,,,
2025,01,JAN,2025-01-09,LFKJ,Ajaccio-Napoléon-Bonaparte,France,16,,,1,0
2025,01,JAN,2025-01-09,LFLB,Chambéry-Aix-les-Bains,France,23,,,,
2025,01,JAN,2025-01-09,LFLC,Clermont-Ferrand-Auvergne,France,11,,,3,0
2025,01,JAN,2025-01-09,LFLI,Annemasse,France,0,,,,
2025,01,JAN,2025-01-09,LFLL,Lyon-Saint-Exupéry,France,132,132,22,89,54
2025,01,JAN,2025-01-09,LFLP,Annecy-Meythet,France,3,,,,
2025,01,JAN,2025-01-09,LFLS,Grenoble-Isère,France,2,,,,
2025,01,JAN,2025-01-09,LFLX,Châteauroux-Déols,France,6,,,,
2025,01,JAN,2025-01-09,LFLY,Lyon-Bron,France,13,,,,
2025,01,JAN,2025-01-09,LFMD,Cannes-Mandelieu,France,12,,,,
2025,01,JAN,2025-01-09,LFMH,Saint-Etienne-Bouthéon,France,1,,,,
2025,01,JAN,2025-01-09,LFMI,Istres-Le Tubé,France,5,,,,
2025,01,JAN,2025-01-09,LFMK,Carcassonne-Salvaza,France,6,,,,
2025,01,JAN,2025-01-09,LFML,Marseille-Provence,France,100,97,7,43,0
2025,01,JAN,2025-01-09,LFMN,Nice-Côte d’Azur,France,117,116,43,69,24
2025,01,JAN,2025-01-09,LFMP,Perpignan-Rivesaltes,France,20,,,1,0
